,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,shuffle
57,1,58,0.16763501167297362,0.9361833333333334,3.816850185394287,226.57037997245789,0.01,1000,True
58,1,59,0.17318570440014203,0.93375,3.738976001739502,230.31691074371338,0.01,1000,True
59,1,60,0.17067971179882685,0.9352666666666667,3.769057035446167,234.09359884262085,0.01,1000,True
60,1,61,0.1664485927671194,0.9374833333333333,4.0113420486450195,238.1125988960266,0.01,1000,True
61,1,62,0.1636349136630694,0.9372666666666667,4.193403005599976,242.31609892845154,0.01,1000,True
62,1,63,0.16417205842832724,0.9374666666666667,3.770638942718506,246.092111825943,0.01,1000,True
63,1,64,0.16020601838827134,0.93865,4.2049407958984375,250.30230975151062,0.01,1000,True
64,1,65,0.15809749985734622,0.9403333333333334,3.8168420791625977,254.12453985214233,0.01,1000,True
65,1,66,0.16203448673089346,0.9379333333333333,4.002650737762451,258.13261580467224,0.01,1000,True
66,1,67,0.16676930350561936,0.9368,3.8846490383148193,262.0225169658661,0.01,1000,True
67,1,68,0.1608532428741455,0.9382166666666667,3.803349018096924,265.83172082901,0.01,1000,True
68,1,69,0.15632313539584478,0.9405333333333333,3.7799270153045654,269.61689591407776,0.01,1000,True
69,1,70,0.1561452977359295,0.9406833333333333,3.8006391525268555,273.42271900177,0.01,1000,True
70,1,71,0.15042133294045926,0.9435,4.2254064083099365,277.65330481529236,0.01,1000,True
71,1,72,0.149344410871466,0.94395,3.802807092666626,281.461541891098,0.01,1000,True
72,1,73,0.14948774861792724,0.9430166666666666,3.930778741836548,285.3975670337677,0.01,1000,True
73,1,74,0.15531495126585165,0.94165,3.8953988552093506,289.3000738620758,0.01,1000,True
74,1,75,0.15436230984826882,0.9422333333333334,3.876539707183838,293.1818916797638,0.01,1000,True
75,1,76,0.15917740613222123,0.9404333333333333,3.8161139488220215,297.0032477378845,0.01,1000,True
76,1,77,0.15906567573547364,0.93995,4.027505159378052,301.0368449687958,0.01,1000,True
77,1,78,0.15668337394793827,0.9419666666666666,3.944182872772217,304.991171836853,0.01,1000,True
78,1,79,0.15001425792773565,0.9427833333333333,3.8033769130706787,308.79979395866394,0.01,1000,True
79,1,80,0.15811059176921843,0.93985,3.8192572593688965,312.624253988266,0.01,1000,True
80,1,81,0.15474903012315433,0.9414166666666667,3.8783082962036133,316.50819206237793,0.01,1000,True
81,1,82,0.166660504663984,0.9362666666666667,3.7478561401367188,320.26126885414124,0.01,1000,True
82,1,83,0.17213633668919404,0.93435,3.8128671646118164,324.0794429779053,0.01,1000,True
83,1,84,0.16911248564720155,0.9365833333333333,3.794300079345703,327.8789908885956,0.01,1000,True
84,1,85,0.1503529490282138,0.94315,3.7848849296569824,331.6690948009491,0.01,1000,True
85,1,86,0.14442909968396028,0.9446333333333333,3.758028984069824,335.432333946228,0.01,1000,True
86,1,87,0.1462395446995894,0.9440333333333333,3.8231401443481445,339.26069498062134,0.01,1000,True
87,1,88,0.14935279625157516,0.9426666666666667,3.810455083847046,343.0763819217682,0.01,1000,True
88,1,89,0.14415810108184815,0.9456,4.211019992828369,347.29269099235535,0.01,1000,True
89,1,90,0.1353652625034253,0.9485666666666667,3.8767318725585938,351.1747567653656,0.01,1000,True
90,1,91,0.14069078465302784,0.9465666666666667,3.929654836654663,355.10966873168945,0.01,1000,True
91,1,92,0.1450158305466175,0.9448333333333333,3.8633499145507812,358.97846388816833,0.01,1000,True
92,1,93,0.14424700650076072,0.9454166666666667,4.153006076812744,363.1368350982666,0.01,1000,True
93,1,94,0.14335589396456877,0.9457,4.057928800582886,367.20062375068665,0.01,1000,True
94,1,95,0.140987553820014,0.9466,4.019217252731323,371.22535705566406,0.01,1000,True
95,1,96,0.13971015798548858,0.9471833333333334,3.8297958374023438,375.060772895813,0.01,1000,True
96,1,97,0.13669909189144772,0.9479666666666666,3.7706151008605957,378.83704710006714,0.01,1000,True
97,1,98,0.14113071088989576,0.9463833333333334,3.762437105178833,382.6047148704529,0.01,1000,True
98,1,99,0.1472236887862285,0.9435,3.861488103866577,386.47147703170776,0.01,1000,True
99,1,100,0.15361572206020355,0.9423,3.8434770107269287,390.3202838897705,0.01,1000,True
100,1,101,0.15646349526941777,0.9409666666666666,3.798619270324707,394.12412905693054,0.01,1000,True
101,1,102,0.1530227022866408,0.9422333333333334,3.8508338928222656,397.9802119731903,0.01,1000,True
102,1,103,0.15133633005122343,0.9424666666666667,3.7904772758483887,401.77606201171875,0.01,1000,True
103,1,104,0.14457414932549,0.9444,3.724371910095215,405.50567078590393,0.01,1000,True
104,1,105,0.15176475743452708,0.9423,3.774599075317383,409.285475730896,0.01,1000,True
105,1,106,0.1442980043590069,0.94555,3.801882028579712,413.09261989593506,0.01,1000,True
106,1,107,0.13958291659752528,0.9468166666666666,4.072138786315918,417.17013692855835,0.01,1000,True
107,1,108,0.14030755311250687,0.9461166666666667,4.205120801925659,421.3845589160919,0.01,1000,True
108,1,109,0.14824295279880365,0.9431666666666667,3.920222759246826,425.3131968975067,0.01,1000,True
109,1,110,0.1493830752869447,0.9441833333333334,3.9493038654327393,429.2678117752075,0.01,1000,True
110,1,111,0.14392185943822067,0.9462833333333334,3.892110824584961,433.1656367778778,0.01,1000,True
111,1,112,0.14017062162359556,0.9467833333333333,3.960468053817749,437.13133001327515,0.01,1000,True
112,1,113,0.1358091339468956,0.9491166666666667,3.962023973464966,441.0987718105316,0.01,1000,True
113,1,114,0.14497937137881914,0.9455833333333333,3.861668109893799,444.9660909175873,0.01,1000,True
114,1,115,0.14906377320488293,0.9435666666666667,4.187376022338867,449.15874195098877,0.01,1000,True
115,1,116,0.13619010634720324,0.9475833333333333,3.9105749130249023,453.07736992836,0.01,1000,True
116,1,117,0.13109415248036385,0.9498833333333333,3.9514851570129395,457.0341019630432,0.01,1000,True
117,1,118,0.13365543683369954,0.9501333333333334,3.9313411712646484,460.9708080291748,0.01,1000,True
118,1,119,0.13501204463342825,0.9490666666666666,3.7620596885681152,464.73816871643066,0.01,1000,True
119,1,120,0.12995530739426614,0.95185,3.855778932571411,468.5991790294647,0.01,1000,True
120,1,121,0.1251527350395918,0.9529666666666666,3.8744609355926514,472.4789388179779,0.01,1000,True
121,1,122,0.13227850931386154,0.94935,3.886547803878784,476.3707938194275,0.01,1000,True
122,1,123,0.14002486591537794,0.9484,3.8085708618164062,480.1846477985382,0.01,1000,True
123,1,124,0.13503648278613886,0.9497666666666666,3.7477757930755615,483.9377510547638,0.01,1000,True
124,1,125,0.13170484118163586,0.9498,3.8504798412323,487.7934899330139,0.01,1000,True
125,1,126,0.12819463474055132,0.95205,3.957960844039917,491.7568120956421,0.01,1000,True
126,1,127,0.1253437050928672,0.9519666666666666,4.158077955245972,495.92484307289124,0.01,1000,True
127,1,128,0.12975621360043685,0.9508833333333333,4.245519161224365,500.175922870636,0.01,1000,True
128,1,129,0.1225112491597732,0.9529,3.8427317142486572,504.0241537094116,0.01,1000,True
129,1,130,0.1248072569568952,0.9527166666666667,4.085113286972046,508.11461091041565,0.01,1000,True
130,1,131,0.12187799476087094,0.9529833333333333,3.9091298580169678,512.0291488170624,0.01,1000,True
131,1,132,0.12736680507659912,0.9507833333333333,3.838552713394165,515.8733696937561,0.01,1000,True
132,1,133,0.1382059682160616,0.9500333333333333,3.7978668212890625,519.6765360832214,0.01,1000,True
133,1,134,0.14448657780885696,0.94635,3.742440938949585,523.4242739677429,0.01,1000,True
134,1,135,0.12756424794594448,0.9521,3.7684710025787354,527.1980249881744,0.01,1000,True
135,1,136,0.13088518008589745,0.95075,3.800827741622925,531.0040929317474,0.01,1000,True
136,1,137,0.1339382962634166,0.9496166666666667,4.002936840057373,535.0123357772827,0.01,1000,True
137,1,138,0.13181689232587815,0.9498666666666666,4.045429944992065,539.0634438991547,0.01,1000,True
138,1,139,0.13837678420046964,0.9492666666666667,3.968029022216797,543.0367469787598,0.01,1000,True
139,1,140,0.1347996183981498,0.9499,3.883985996246338,546.9260590076447,0.01,1000,True
140,1,141,0.12586433216929435,0.9521166666666666,3.7651138305664062,550.6966228485107,0.01,1000,True
141,1,142,0.14427934661507608,0.9478666666666666,3.8675730228424072,554.5695369243622,0.01,1000,True
142,1,143,0.15098238413532575,0.94515,3.96174693107605,558.5367517471313,0.01,1000,True
143,1,144,0.1265315377463897,0.9518,3.8534698486328125,562.3956890106201,0.01,1000,True
144,1,145,0.11505475391944249,0.9566166666666667,3.8793187141418457,566.2816576957703,0.01,1000,True
145,1,146,0.115597652643919,0.9567166666666667,3.807478189468384,570.0946619510651,0.01,1000,True
146,1,147,0.12273744568228721,0.95395,3.974936008453369,574.074896812439,0.01,1000,True
147,1,148,0.11766958360870679,0.9551333333333333,3.932313919067383,578.0127508640289,0.01,1000,True
148,1,149,0.11863221439222495,0.9555666666666667,3.8096160888671875,581.8277378082275,0.01,1000,True
149,1,150,0.11518982263902823,0.9561833333333334,3.825899124145508,585.6589670181274,0.01,1000,True
